GUID,PROVID,PROVNAME,SDNAME,GEOTYPE,TEXTTHEME,TEXTID,HIER,INDENT,TEXTNAME,TEXTDATA,MDATA,FDATA
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14006,4.3.2.2,1,  Median after-tax income of couple economic families without children or other relatives in 2015 ($),58848,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14007,4.3.2.3,1,  Average family size of couple economic families without children or other relatives,2,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14008,4.3.3,0,Total - Income statistics in 2015 for couple economic families with children in private households - 100% data,575,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14009,4.3.3.1,1,  Median total income of couple economic families with children in 2015 ($),93952,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14010,4.3.3.2,1,  Median after-tax income of couple economic families with children in 2015 ($),81408,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14011,4.3.3.3,1,  Average family size of couple economic families with children,3.9,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14012,4.3.4,0,Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data,190,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14013,4.3.4.1,1,  Median total income of lone-parent economic families in 2015 ($),42112,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14014,4.3.4.2,1,  Median after-tax income of lone-parent economic families in 2015 ($),39360,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14015,4.3.4.3,1,  Average family size of lone-parent economic families,2.5,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14016,4.3.5,0,Total - Income statistics in 2015 for economic families in private households - 25% sample data,1590,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14017,4.3.5.1,1,  Average total income of economic families in 2015 ($),93404,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14018,4.3.5.2,1,  Average after-tax income of economic families in 2015 ($),75649,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14019,4.3.6,0,Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data,775,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14020,4.3.6.1,1,  Average total income of couple economic families without children or other relatives in 2015 ($),84431,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14021,4.3.6.2,1,  Average after-tax income of couple economic families without children or other relatives in 2015 ($),69372,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14022,4.3.7,0,Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data,595,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14023,4.3.7.1,1,  Average total income of couple economic families with children in 2015 ($),121325,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14024,4.3.7.2,1,  Average after-tax income of couple economic families with children in 2015 ($),95299,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14025,4.3.8,0,Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data,185,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14026,4.3.8.1,1,  Average total income of lone-parent economic families in 2015 ($),46505,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14027,4.3.8.2,1,  Average after-tax income of lone-parent economic families in 2015 ($),42264,,
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14028,4.3.9,0,Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 100% data,700,350,360
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14029,4.3.9.1,1,  Median total income in 2015 for persons aged 15 years and over not in economic families ($),30144,31424,27755
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14030,4.3.9.2,1,  Median after-tax income in 2015 for persons aged 15 years and over not in economic families ($),27136,28576,25568
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14031,4.3.10,0,Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data,775,420,355
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14032,4.3.10.1,1,  Average total income in 2015 for persons aged 15 years and over not in economic families ($),34217,37510,30328
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14033,4.3.10.2,1,  Average after-tax income in 2015 for persons aged 15 years and over not in economic families ($),29073,31279,26468
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14034,4.3.11,0,Total - Economic family income decile group for the population in private households - 100% data,5165,2555,2605
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14035,4.3.11.1,1,  In the bottom half of the distribution,3130,1530,1605
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14036,4.3.11.1.1,2,    In the bottom decile,495,250,250
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14037,4.3.11.1.2,2,    In the second decile,750,350,405
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14038,4.3.11.1.3,2,    In the third decile,735,370,360
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14039,4.3.11.1.4,2,    In the fourth decile,530,255,275
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14040,4.3.11.1.5,2,    In the fifth decile,625,305,320
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14041,4.3.11.2,1,  In the top half of the distribution,2025,1025,1000
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14042,4.3.11.2.1,2,    In the sixth decile,620,315,305
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14043,4.3.11.2.2,2,    In the seventh decile,455,230,225
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14044,4.3.11.2.3,2,    In the eighth decile,385,200,185
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14045,4.3.11.2.4,2,    In the ninth decile,325,160,165
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,14046,4.3.11.2.5,2,    In the top decile,250,125,125
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15000,4.4.1,0,Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data,5160,2555,2605
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15001,4.4.1.1,1,  0 to 17 years,830,445,385
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15002,4.4.1.1.1,2,    0 to 5 years,260,125,130
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15003,4.4.1.2,1,  18 to 64 years,3155,1535,1615
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15004,4.4.1.3,1,  65 years and over,1175,575,600
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15005,4.4.2,0,"In low income based on the Low-income measure, after tax (LIM-AT)",870,415,460
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15006,4.4.2.1,1,  0 to 17 years,180,95,85
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15007,4.4.2.1.1,2,    0 to 5 years,55,25,30
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15008,4.4.2.2,1,  18 to 64 years,450,220,230
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15009,4.4.2.3,1,  65 years and over,240,105,135
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15010,4.4.3,0,"Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",16.9,16.2,17.7
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15011,4.4.3.1,1,  0 to 17 years (%),21.7,21.3,22.1
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15012,4.4.3.1.1,2,    0 to 5 years (%),21.2,20,23.1
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15013,4.4.3.2,1,  18 to 64 years (%),14.3,14.3,14.2
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15014,4.4.3.3,1,  65 years and over (%),20.4,18.3,22.5
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15015,4.4.4,0,"In low income based on the Low-income cut-offs, after tax (LICO-AT)",250,130,120
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15016,4.4.4.1,1,  0 to 17 years,55,30,25
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15017,4.4.4.1.1,2,    0 to 5 years,15,15,5
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15018,4.4.4.2,1,  18 to 64 years,165,90,85
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15019,4.4.4.3,1,  65 years and over,25,10,15
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15020,4.4.5,0,"Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)",4.8,5.1,4.6
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15021,4.4.5.1,1,  0 to 17 years (%),6.6,6.7,6.5
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15022,4.4.5.1.1,2,    0 to 5 years (%),5.8,12,3.8
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15023,4.4.5.2,1,  18 to 64 years (%),5.2,5.9,5.3
2016A00051207021,12,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,Income,15024,4.4.5.3,1,  65 years and over (%),2.1,1.7,2.5
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12000,4.1.1,0,Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,3555,1620,1930
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12001,4.1.1.1,1,  Number of total income recipients aged 15 years and over in private households - 100% data,3425,1555,1875
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12002,4.1.1.1.1,2,    Median total income in 2015 among recipients ($),28296,34432,24896
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12003,4.1.1.2,1,  Number of after-tax income recipients aged 15 years and over in private households - 100% data,3430,1550,1875
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12004,4.1.1.2.1,2,    Median after-tax income in 2015 among recipients ($),25979,30933,23258
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12005,4.1.1.3,1,  Number of market income recipients aged 15 years and over in private households - 100% data,3090,1405,1685
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12006,4.1.1.3.1,2,    Median market income in 2015 among recipients ($),26125,33952,21696
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12007,4.1.1.4,1,  Number of government transfers recipients aged 15 years and over in private households - 100% data,2690,1150,1540
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12008,4.1.1.4.1,2,    Median government transfers in 2015 among recipients ($),4997,3320,5516
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12009,4.1.1.5,1,  Number of employment income recipients aged 15 years and over in private households - 100% data,2250,1065,1185
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12010,4.1.1.5.1,2,    Median employment income in 2015 among recipients ($),19600,24405,15888
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12011,4.1.2,0,Total - Income statistics in 2015 for the population aged 15 years and over in private households - 25% sample data,3555,1635,1925
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12012,4.1.2.1,1,  Number of total income recipients aged 15 years and over in private households - 25% sample data,3385,1545,1840
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12013,4.1.2.1.1,2,    Average total income in 2015 among recipients ($),41145,48958,34589
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12014,4.1.2.2,1,  Number of after-tax income recipients aged 15 years and over in private households - 25% sample data,3390,1545,1850
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12015,4.1.2.2.1,2,    Average after-tax income in 2015 among recipients ($),34045,39980,29088
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12016,4.1.2.3,1,  Number of market income recipients aged 15 years and over in private households - 25% sample data,3060,1380,1680
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12017,4.1.2.3.1,2,    Average market income in 2015 among recipients ($),39177,48642,31408
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12018,4.1.2.4,1,  Number of government transfers recipients aged 15 years and over in private households - 25% sample data,2690,1145,1545
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12019,4.1.2.4.1,2,    Average government transfers in 2015 among recipients ($),7255,7514,7064
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12020,4.1.2.5,1,  Number of employment income recipients aged 15 years and over in private households - 25% sample data,2215,1050,1165
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12021,4.1.2.5.1,2,    Average employment income in 2015 among recipients ($),34733,43071,27249
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12022,4.1.3,0,Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data,3555,1635,1925
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12023,4.1.3.1,1,  Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data,765,450,315
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12024,4.1.3.1.1,2,    Median employment income in 2015 for full-year full-time workers ($),52546,58109,48282
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12025,4.1.3.1.2,2,    Average employment income in 2015 for full-year full-time workers ($),62941,70561,52092
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12026,4.1.4,0,Composition of total income in 2015 of the population aged 15 years and over in private households (%) - 100% data,100,100,100
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12027,4.1.4.1,1,  Market income (%),86.6,89.8,83.4
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12028,4.1.4.1.1,2,    Employment income (%),55.1,58.6,51.1
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12029,4.1.4.2,1,  Government transfers (%),13.3,10.3,16.6
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12030,4.1.5,0,Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,3555,1625,1930
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12031,4.1.5.1,1,  Without total income,125,70,60
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12032,4.1.5.2,1,  With total income,3425,1550,1870
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12033,4.1.5.3,1,  Percentage with total income,96.3,95.4,96.9
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12034,4.1.5.3.1,2,"    Under $10,000 (including loss)",555,250,310
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12035,4.1.5.3.2,2,"    $10,000 to $19,999",695,250,445
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12036,4.1.5.3.3,2,"    $20,000 to $29,999",530,215,325
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12037,4.1.5.3.4,2,"    $30,000 to $39,999",340,140,195
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12038,4.1.5.3.5,2,"    $40,000 to $49,999",275,125,155
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12039,4.1.5.3.6,2,"    $50,000 to $59,999",240,130,110
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12040,4.1.5.3.7,2,"    $60,000 to $69,999",175,90,80
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12041,4.1.5.3.8,2,"    $70,000 to $79,999",160,85,75
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12042,4.1.5.3.9,2,"    $80,000 to $89,999",120,70,55
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12043,4.1.5.3.10,2,"    $90,000 to $99,999",75,25,50
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12044,4.1.5.3.11,2,"    $100,000 and over",265,185,80
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12045,4.1.5.3.11.1,3,"      $100,000 to $149,999",190,130,55
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12046,4.1.5.3.11.2,3,"      $150,000 and over",70,50,20
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12047,4.1.6,0,Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,3555,1625,1930
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12048,4.1.6.1,1,  Without after-tax income,125,70,55
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12049,4.1.6.2,1,  With after-tax income,3430,1555,1875
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12050,4.1.6.3,1,  Percentage with after-tax income,96.5,95.7,97.2
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12051,4.1.6.3.1,2,"    Under $10,000 (including loss)",580,250,335
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12052,4.1.6.3.2,2,"    $10,000 to $19,999",735,260,470
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12053,4.1.6.3.3,2,"    $20,000 to $29,999",590,240,350
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12054,4.1.6.3.4,2,"    $30,000 to $39,999",420,180,240
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12055,4.1.6.3.5,2,"    $40,000 to $49,999",320,165,155
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12056,4.1.6.3.6,2,"    $50,000 to $59,999",250,135,120
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12057,4.1.6.3.7,2,"    $60,000 to $69,999",175,90,85
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12058,4.1.6.3.8,2,"    $70,000 to $79,999",115,65,50
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12059,4.1.6.3.9,2,"    $80,000 and over",240,170,70
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12060,4.1.6.3.9.1,3,"      $80,000 to $89,999",90,65,25
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12061,4.1.6.3.9.2,3,"      $90,000 to $99,999",50,35,15
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12062,4.1.6.3.9.3,3,"      $100,000 and over",100,75,30
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12063,4.1.7,0,Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data,3555,1620,1930
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12064,4.1.7.1,1,  Without employment income,1305,555,745
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12065,4.1.7.2,1,  With employment income,2250,1065,1185
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12066,4.1.7.3,1,  Percentage with employment income,63.3,65.7,61.4
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12067,4.1.7.3.1,2,"    Under $5,000 (including loss)",395,180,215
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12068,4.1.7.3.2,2,"    $5,000 to $9,999",360,130,235
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12069,4.1.7.3.3,2,"    $10,000 to $19,999",375,165,215
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12070,4.1.7.3.4,2,"    $20,000 to $29,999",250,110,140
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12071,4.1.7.3.5,2,"    $30,000 to $39,999",185,100,90
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12072,4.1.7.3.6,2,"    $40,000 to $49,999",130,65,55
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12073,4.1.7.3.7,2,"    $50,000 to $59,999",105,60,45
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12074,4.1.7.3.8,2,"    $60,000 to $69,999",85,40,45
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12075,4.1.7.3.9,2,"    $70,000 to $79,999",95,50,45
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12076,4.1.7.3.10,2,"    $80,000 and over",265,170,95
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12077,4.1.7.3.10.1,3,"      $80,000 to $89,999",50,35,20
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12078,4.1.7.3.10.2,3,"      $90,000 to $99,999",35,15,20
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,12079,4.1.7.3.10.3,3,"      $100,000 and over",170,125,45
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13000,4.2.1,0,Total - Income statistics in 2015 for private households by household size - 100% data,1970,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13001,4.2.1.1,1,  Median total income of households in 2015 ($),53362,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13002,4.2.1.2,1,  Median after-tax income of households in 2015 ($),47040,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13003,4.2.1.2.1,2,    Total - Income statistics in 2015 for one-person private households - 100% data,765,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13004,4.2.1.2.1.1,3,      Median total income of one-person households in 2015 ($),28698,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13005,4.2.1.2.1.2,3,      Median after-tax income of one-person households in 2015 ($),26624,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13006,4.2.1.2.2,2,    Total - Income statistics in 2015 for two-or-more-person private households - 100% data,1210,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13007,4.2.1.2.2.1,3,      Median total income of two-or-more-person households in 2015 ($),74825,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13008,4.2.1.2.2.2,3,      Median after-tax income of two-or-more-person households in 2015 ($),64512,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13009,4.2.2,0,Total - Income statistics in 2015 for private households by household size - 25% sample data,1970,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13010,4.2.2.1,1,  Average total income of households in 2015 ($),70633,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13011,4.2.2.2,1,  Average after-tax income of households in 2015 ($),58601,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13012,4.2.2.2.1,2,    Total - Income statistics in 2015 for one-person private households - 25% sample data,740,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13013,4.2.2.2.1.1,3,      Average total income of one-person households in 2015 ($),39073,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13014,4.2.2.2.1.2,3,      Average after-tax income of one-person households in 2015 ($),32537,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13015,4.2.2.2.2,2,    Total - Income statistics in 2015 for two-or-more-person private households - 25% sample data,1230,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13016,4.2.2.2.2.1,3,      Average total income of two-or-more-person households in 2015 ($),89649,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13017,4.2.2.2.2.2,3,      Average after-tax income of two-or-more-person households in 2015 ($),74305,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13018,4.2.3,0,Total - Household total income groups in 2015 for private households - 100% data,1975,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13019,4.2.3.1,1,"  Under $5,000",65,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13020,4.2.3.2,1,"  $5,000 to $9,999",50,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13021,4.2.3.3,1,"  $10,000 to $14,999",80,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13022,4.2.3.4,1,"  $15,000 to $19,999",140,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13023,4.2.3.5,1,"  $20,000 to $24,999",130,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13024,4.2.3.6,1,"  $25,000 to $29,999",105,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13025,4.2.3.7,1,"  $30,000 to $34,999",105,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13026,4.2.3.8,1,"  $35,000 to $39,999",80,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13027,4.2.3.9,1,"  $40,000 to $44,999",95,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13028,4.2.3.10,1,"  $45,000 to $49,999",70,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13029,4.2.3.11,1,"  $50,000 to $59,999",155,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13030,4.2.3.12,1,"  $60,000 to $69,999",125,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13031,4.2.3.13,1,"  $70,000 to $79,999",110,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13032,4.2.3.14,1,"  $80,000 to $89,999",85,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13033,4.2.3.15,1,"  $90,000 to $99,999",85,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13034,4.2.3.16,1,"  $100,000 and over",470,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13035,4.2.3.16.1,2,"    $100,000 to $124,999",165,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13036,4.2.3.16.2,2,"    $125,000 to $149,999",90,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13037,4.2.3.16.3,2,"    $150,000 to $199,999",110,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13038,4.2.3.16.4,2,"    $200,000 and over",100,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13039,4.2.4,0,Total - Household after-tax income groups in 2015 for private households - 100% data,1970,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13040,4.2.4.1,1,"  Under $5,000",75,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13041,4.2.4.2,1,"  $5,000 to $9,999",50,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13042,4.2.4.3,1,"  $10,000 to $14,999",80,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13043,4.2.4.4,1,"  $15,000 to $19,999",145,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13044,4.2.4.5,1,"  $20,000 to $24,999",150,,
2016A00051207024,12,Nova Scotia,Wolfville,Town,Income,13045,4.2.4.6,1,"  $25,000 to $29,999",110,,
