GUID,PN,SDN,GT,GSF,GLF,DQF
2016A00051103048,Prince Edward Island,Lot  7,Township and royalty,3.1,3.2,0
2016A00051103049,Prince Edward Island,Lot  5,Township and royalty,3.1,8.2,0
2016A00051103051,Prince Edward Island,Lot  4,Township and royalty,3.1,9.0,0
2016A00051103052,Prince Edward Island,Alberton,Town,7.1,6.6,0
2016A00051103054,Prince Edward Island,Lot  3,Township and royalty,2.2,6.4,0
2016A00051103056,Prince Edward Island,Lot  2,Township and royalty,3.1,6.6,0
2016A00051103058,Prince Edward Island,Lot  1,Township and royalty,3.9,6.4,0
2016A00051103059,Prince Edward Island,Tignish,Community,8.2,5.9,0
2016A00051201001,Nova Scotia,Barrington,Municipal district,3.2,9.2,0
2016A00051201004,Nova Scotia,Clark's Harbour,Town,4.6,10.3,11
2016A00051201006,Nova Scotia,Shelburne,Municipal district,4.1,8.8,0
2016A00051201008,Nova Scotia,Shelburne,Town,4.5,8.1,1
2016A00051201009,Nova Scotia,Lockeport,Town,8.1,6.1,0
2016A00051202001,Nova Scotia,Argyle,Municipal district,3.4,5.4,0
2016A00051202004,Nova Scotia,Yarmouth,Municipal district,4.1,8.1,0
2016A00051202006,Nova Scotia,Yarmouth,Town,5.3,6.7,0
2016A00051203001,Nova Scotia,Clare,Municipal district,4.0,7.6,0
2016A00051203004,Nova Scotia,Digby,Municipal district,3.6,7.6,0
2016A00051203006,Nova Scotia,Digby,Town,6.5,13.9,11
2016A00051204010,Nova Scotia,Queens,Regional municipality,4.8,7.7,1
2016A00051205001,Nova Scotia,"Annapolis, Subd. D",Subdivision of county municipality,3.3,8.9,0
2016A00051205004,Nova Scotia,"Annapolis, Subd. A",Subdivision of county municipality,3.8,8.3,0
2016A00051205008,Nova Scotia,Annapolis Royal,Town,6.8,7.1,0
2016A00051205009,Nova Scotia,"Annapolis, Subd. B",Subdivision of county municipality,6.5,4.2,0
2016A00051205014,Nova Scotia,"Annapolis, Subd. C",Subdivision of county municipality,3.4,6.1,0
2016A00051205016,Nova Scotia,Middleton,Town,6.8,6.0,0
2016A00051206001,Nova Scotia,Lunenburg,Municipal district,3.3,5.8,0
2016A00051206004,Nova Scotia,Bridgewater,Town,4.2,5.2,0
2016A00051206006,Nova Scotia,Lunenburg,Town,8.7,2.9,100
2016A00051206008,Nova Scotia,Mahone Bay,Town,6.4,5.5,0
2016A00051206009,Nova Scotia,Chester,Municipal district,4.2,6.6,0
2016A00051207001,Nova Scotia,"Kings, Subd. A",Subdivision of county municipality,3.8,6.1,0
2016A00051207004,Nova Scotia,Berwick,Town,7.0,4.9,0
2016A00051207011,Nova Scotia,"Kings, Subd. C",Subdivision of county municipality,2.7,4.1,0
2016A00051207012,Nova Scotia,Kentville,Town,4.4,4.4,0
2016A00051207016,Nova Scotia,"Kings, Subd. B",Subdivision of county municipality,3.3,6.6,0
2016A00051207021,Nova Scotia,"Kings, Subd. D",Subdivision of county municipality,4.2,5.0,0
2016A00051207024,Nova Scotia,Wolfville,Town,6.5,5.0,100
2016A00051208001,Nova Scotia,West Hants,Municipal district,3.1,4.9,0
2016A00051208002,Nova Scotia,Windsor,Town,9.3,4.5,0
2016A00051208008,Nova Scotia,East Hants,Municipal district,2.6,4.1,0
2016A00051208014,Nova Scotia,Indian Brook 14,Indian reserve,6.5,7.7,101
2016A00051209034,Nova Scotia,Halifax,Regional municipality,3.7,4.7,0
2016A00051210001,Nova Scotia,"Colchester, Subd. C",Subdivision of county municipality,3.2,4.9,0
2016A00051210002,Nova Scotia,Stewiacke,Town,3.6,7.7,0
2016A00051210003,Nova Scotia,Millbrook 27,Indian reserve,4.9,4.5,101
2016A00051210006,Nova Scotia,Truro,Town,5.2,5.0,0
2016A00051210008,Nova Scotia,"Colchester, Subd. B",Subdivision of county municipality,3.4,6.5,0
2016A00051210012,Nova Scotia,"Colchester, Subd. A",Subdivision of county municipality,3.9,8.2,0
2016A00051211001,Nova Scotia,"Cumberland, Subd. A",Subdivision of county municipality,4.5,7.9,0
2016A00051211002,Nova Scotia,Parrsboro,Town,4.0,6.2,0
2016A00051211006,Nova Scotia,"Cumberland, Subd. B",Subdivision of county municipality,5.5,9.8,0
2016A00051211009,Nova Scotia,"Cumberland, Subd. C",Subdivision of county municipality,3.4,6.9,0
2016A00051211011,Nova Scotia,Amherst,Town,4.2,4.0,0
2016A00051211012,Nova Scotia,Oxford,Town,4.2,4.6,0
2016A00051211014,Nova Scotia,"Cumberland, Subd. D",Subdivision of county municipality,5.4,6.9,0
2016A00051212001,Nova Scotia,"Pictou, Subd. A",Subdivision of county municipality,3.1,4.3,0
2016A00051212004,Nova Scotia,Pictou,Town,6.2,5.1,0
2016A00051212006,Nova Scotia,"Pictou, Subd. B",Subdivision of county municipality,3.7,5.9,0
2016A00051212008,Nova Scotia,Westville,Town,4.0,8.3,0
2016A00051212009,Nova Scotia,Stellarton,Town,3.9,8.4,0
2016A00051212011,Nova Scotia,"Pictou, Subd. C",Subdivision of county municipality,3.8,8.3,0
2016A00051212014,Nova Scotia,New Glasgow,Town,3.9,3.8,0
2016A00051212016,Nova Scotia,Trenton,Town,5.9,8.9,1
2016A00051212019,Nova Scotia,Fisher's Grant 24,Indian reserve,4.9,5.5,101
2016A00051213001,Nova Scotia,St. Mary's,Municipal district,3.6,7.3,0
2016A00051213004,Nova Scotia,Guysborough,Municipal district,6.1,8.6,0
2016A00051213008,Nova Scotia,Mulgrave,Town,8.3,12.6,111
2016A00051214001,Nova Scotia,"Antigonish, Subd. A",Subdivision of county municipality,3.2,4.3,0
2016A00051214002,Nova Scotia,Antigonish,Town,4.8,6.2,0
2016A00051214006,Nova Scotia,"Antigonish, Subd. B",Subdivision of county municipality,4.2,5.0,0
2016A00051214010,Nova Scotia,Pomquet And Afton 23,Indian reserve,3.0,2.7,101
2016A00051215001,Nova Scotia,"Inverness, Subd. C",Subdivision of county municipality,4.3,7.5,0
2016A00051215002,Nova Scotia,Port Hawkesbury,Town,5.4,7.1,0
2016A00051215006,Nova Scotia,"Inverness, Subd. B",Subdivision of county municipality,5.2,6.2,0
2016A00051215008,Nova Scotia,Whycocomagh 2,Indian reserve,6.7,7.8,101
2016A00051215011,Nova Scotia,"Inverness, Subd. A",Subdivision of county municipality,5.0,4.3,0
2016A00051216001,Nova Scotia,"Richmond, Subd. C",Subdivision of county municipality,3.7,8.7,0
2016A00051216006,Nova Scotia,"Richmond, Subd. A",Subdivision of county municipality,4.3,9.7,0
2016A00051216011,Nova Scotia,"Richmond, Subd. B",Subdivision of county municipality,3.1,8.0,1
2016A00051216014,Nova Scotia,Chapel Island 5,Indian reserve,12.9,13.8,1212
2016A00051217008,Nova Scotia,Membertou 28B,Indian reserve,7.9,8.2,101
2016A00051217020,Nova Scotia,Eskasoni 3,Indian reserve,9.9,10.3,111
2016A00051217030,Nova Scotia,Cape Breton,Regional municipality,3.7,5.7,0
2016A00051218001,Nova Scotia,"Victoria, Subd. B",Subdivision of county municipality,5.0,7.5,0
2016A00051218003,Nova Scotia,Wagmatcook 1,Indian reserve,6.1,6.9,101
2016A00051218006,Nova Scotia,"Victoria, Subd. A",Subdivision of county municipality,3.8,7.8,0
2016A00051301001,New Brunswick,Saint Martins,Parish,2.3,0.3,0
2016A00051301004,New Brunswick,Simonds,Parish,2.5,2.0,0
2016A00051301006,New Brunswick,Saint John,City,4.2,6.1,0
2016A00051301016,New Brunswick,Musquash,Parish,2.9,3.1,0
2016A00051302004,New Brunswick,Campobello Island,Rural community,5.1,9.4,1
2016A00051302006,New Brunswick,West Isles,Parish,9.1,5.4,100
2016A00051302008,New Brunswick,Lepreau,Parish,4.1,8.6,1
2016A00051302011,New Brunswick,Pennfield,Parish,3.2,4.8,0
2016A00051302012,New Brunswick,Blacks Harbour,Village,4.8,4.0,0
2016A00051302016,New Brunswick,Saint George,Parish,2.4,6.0,0
2016A00051302018,New Brunswick,St. George,Town,3.3,4.4,0
2016A00051302021,New Brunswick,Saint Patrick,Parish,4.7,7.5,1
2016A00051302024,New Brunswick,Saint Andrews,Parish,4.9,6.1,0
2016A00051302026,New Brunswick,Saint Andrews,Town,5.8,4.7,0
2016A00051302028,New Brunswick,Saint Croix,Parish,1.9,7.2,0
2016A00051302031,New Brunswick,Dufferin,Parish,4.1,4.3,0
2016A00051302034,New Brunswick,Saint Stephen,Parish,2.3,3.5,0
2016A00051302037,New Brunswick,St. Stephen,Town,3.5,5.2,0
2016A00051302039,New Brunswick,Saint James,Parish,2.7,8.7,0
2016A00051302042,New Brunswick,Saint David,Parish,3.0,6.1,0
2016A00051302044,New Brunswick,Dumbarton,Parish,4.0,9.3,1
2016A00051302052,New Brunswick,Grand Manan,Village,3.2,1.8,0
2016A00051303001,New Brunswick,Blissville,Parish,2.6,4.7,0
2016A00051303004,New Brunswick,Gladstone,Parish,3.1,7.5,0
2016A00051303005,New Brunswick,Tracy,Village,2.5,2.9,0
2016A00051303006,New Brunswick,Fredericton Junction,Village,5.2,6.3,0
2016A00051303008,New Brunswick,Lincoln,Parish,2.6,4.1,0
2016A00051303011,New Brunswick,Burton,Parish,2.9,3.0,0
2016A00051303012,New Brunswick,Oromocto,Town,8.8,4.3,100
2016A00051303013,New Brunswick,Oromocto 26,Indian reserve,11.6,11.3,1212
2016A00051303014,New Brunswick,Sheffield,Parish,3.2,7.1,0
2016A00051303016,New Brunswick,Maugerville,Parish,2.5,5.0,0
2016A00051303018,New Brunswick,Northfield,Parish,3.7,5.1,0
2016A00051304001,New Brunswick,Petersville,Parish,3.1,5.4,0
2016A00051304004,New Brunswick,Gagetown,Parish,1.7,2.2,0
2016A00051304005,New Brunswick,Gagetown,Village,5.3,5.8,0
2016A00051304006,New Brunswick,Hampstead,Parish,3.6,6.3,0
2016A00051304008,New Brunswick,Wickham,Parish,1.7,3.1,0
2016A00051304011,New Brunswick,Cambridge,Parish,4.5,3.1,0
2016A00051304013,New Brunswick,Cambridge-Narrows,Village,2.8,2.7,0
2016A00051304014,New Brunswick,Johnston,Parish,3.8,11.1,11
2016A00051304018,New Brunswick,Waterborough,Parish,4.4,5.2,0
2016A00051304021,New Brunswick,Canning,Parish,4.1,9.7,1
2016A00051304022,New Brunswick,Minto,Village,3.9,5.8,0
2016A00051304024,New Brunswick,Chipman,Parish,3.1,3.8,0
2016A00051304025,New Brunswick,Chipman,Village,3.0,6.6,0
2016A00051305004,New Brunswick,Upham,Parish,1.9,5.4,0
2016A00051305006,New Brunswick,Hampton,Parish,2.8,3.5,0
2016A00051305007,New Brunswick,Hampton,Town,3.3,6.0,0
2016A00051305008,New Brunswick,Rothesay,Parish,2.3,2.8,0
2016A00051305011,New Brunswick,Westfield,Parish,3.2,10.1,10
2016A00051305014,New Brunswick,Kingston,Parish,4.1,3.9,0
2016A00051305015,New Brunswick,Grand Bay-Westfield,Town,2.5,5.7,0
2016A00051305016,New Brunswick,Norton,Parish,2.8,4.9,0
2016A00051305018,New Brunswick,Norton,Village,1.9,2.2,0
2016A00051305021,New Brunswick,Sussex,Parish,2.3,4.8,0
2016A00051305022,New Brunswick,Sussex,Town,4.6,5.9,0
2016A00051305023,New Brunswick,Sussex Corner,Village,2.3,5.0,0
2016A00051305024,New Brunswick,Waterford,Parish,2.5,4.9,0
2016A00051305026,New Brunswick,Cardwell,Parish,2.2,2.0,0
2016A00051305028,New Brunswick,Havelock,Parish,2.1,4.0,0
2016A00051305031,New Brunswick,Studholm,Parish,3.2,4.6,0
2016A00051305034,New Brunswick,Springfield,Parish,2.0,4.5,0
2016A00051305036,New Brunswick,Kars,Parish,2.4,12.0,11
2016A00051305038,New Brunswick,Greenwich,Parish,4.0,4.2,0
2016A00051305045,New Brunswick,Rothesay,Town,2.9,1.5,0
2016A00051305057,New Brunswick,Quispamsis,Town,2.7,2.9,0
2016A00051306001,New Brunswick,Hopewell,Parish,4.1,0.0,0
2016A00051306003,New Brunswick,Riverside-Albert,Village,4.0,1.8,0
2016A00051306004,New Brunswick,Harvey,Parish,2.1,3.9,0
2016A00051306008,New Brunswick,Elgin,Parish,3.2,4.3,0
2016A00051306011,New Brunswick,Hillsborough,Parish,3.4,6.9,0
2016A00051306014,New Brunswick,Coverdale,Parish,2.7,2.2,0
2016A00051306020,New Brunswick,Riverview,Town,3.0,3.2,0
2016A00051306025,New Brunswick,Hillsborough,Village,3.6,1.7,0
2016A00051307001,New Brunswick,Westmorland,Parish,3.7,2.0,0
2016A00051307002,New Brunswick,Port Elgin,Village,9.2,9.7,1
2016A00051307004,New Brunswick,Botsford,Parish,4.6,5.5,0
2016A00051307005,New Brunswick,Beaubassin East,Rural community,2.5,5.6,0
2016A00051307007,New Brunswick,Cap-Pelé,Village,5.4,9.4,1
2016A00051307008,New Brunswick,Sackville,Parish,3.2,6.7,0
2016A00051307009,New Brunswick,Sackville,Town,4.7,4.6,0
2016A00051307011,New Brunswick,Dorchester,Parish,5.5,4.7,0
2016A00051307012,New Brunswick,Dorchester,Village,33.0,1.5,3100
2016A00051307013,New Brunswick,Memramcook,Village,2.3,4.2,0
2016A00051307016,New Brunswick,Shediac,Parish,2.4,3.9,0
2016A00051307019,New Brunswick,Moncton,Parish,2.5,6.0,0
2016A00051307022,New Brunswick,Moncton,City,4.3,5.4,0
2016A00051307024,New Brunswick,Salisbury,Parish,2.5,1.1,0
2016A00051307028,New Brunswick,Salisbury,Village,3.4,0.5,0
2016A00051307029,New Brunswick,Petitcodiac,Village,2.8,2.6,0
2016A00051307045,New Brunswick,Dieppe,City,3.2,3.5,0
2016A00051307052,New Brunswick,Shediac,Town,6.8,3.1,0
2016A00051308001,New Brunswick,Dundas,Parish,3.0,6.5,0
2016A00051308002,New Brunswick,Cocagne,Rural community,3.5,5.1,0
2016A00051308004,New Brunswick,Wellington,Parish,4.4,6.3,0
2016A00051308005,New Brunswick,Bouctouche,Town,4.0,7.3,0
2016A00051308006,New Brunswick,Saint Mary,Parish,2.5,7.6,0
2016A00051308007,New Brunswick,Saint-Antoine,Village,4.6,7.6,0
2016A00051308008,New Brunswick,Saint-Paul,Parish,2.2,3.5,0
2016A00051308010,New Brunswick,Harcourt,Parish,4.6,3.7,0
2016A00051308014,New Brunswick,Weldford,Parish,2.6,6.3,0
2016A00051308015,New Brunswick,Richibucto 15,Indian reserve,3.8,3.8,0
2016A00051308016,New Brunswick,Richibucto,Parish,3.1,5.7,0
2016A00051308017,New Brunswick,Rexton,Village,4.2,3.5,0
2016A00051308018,New Brunswick,Richibucto,Town,5.3,7.3,0
2016A00051308019,New Brunswick,Saint-Charles,Parish,3.2,3.4,0
2016A00051308021,New Brunswick,Saint-Louis,Parish,5.8,4.6,0
2016A00051308022,New Brunswick,Saint-Louis de Kent,Village,6.1,14.2,111
2016A00051308024,New Brunswick,Acadieville,Parish,3.5,6.5,0
2016A00051308026,New Brunswick,Carleton,Parish,2.0,5.0,0
2016A00051309001,New Brunswick,Hardwicke,Parish,3.5,1.0,0
2016A00051309004,New Brunswick,Glenelg,Parish,3.3,5.2,0
2016A00051309006,New Brunswick,Chatham,Parish,2.0,2.9,0
2016A00051309011,New Brunswick,Derby,Parish,4.2,4.4,0
2016A00051309014,New Brunswick,Nelson,Parish,3.2,6.4,0
2016A00051309016,New Brunswick,Rogersville,Parish,2.8,4.2,0
2016A00051309017,New Brunswick,Rogersville,Village,4.6,2.4,0
2016A00051309018,New Brunswick,Blackville,Parish,6.7,6.6,100
2016A00051309019,New Brunswick,Blackville,Village,1.7,2.8,0
2016A00051309021,New Brunswick,Blissfield,Parish,3.6,3.7,0
2016A00051309022,New Brunswick,Doaktown,Village,4.4,9.5,0
2016A00051309023,New Brunswick,Red Bank 4,Indian reserve,7.9,6.1,202
2016A00051309026,New Brunswick,Southesk,Parish,1.5,4.0,0
2016A00051309027,New Brunswick,Upper Miramichi,Rural community,4.3,7.6,0
2016A00051309028,New Brunswick,Northesk,Parish,3.8,7.8,1
2016A00051309031,New Brunswick,Newcastle,Parish,3.2,4.8,0
2016A00051309035,New Brunswick,Eel Ground 2,Indian reserve,7.7,7.6,101
2016A00051309036,New Brunswick,Alnwick,Parish,2.8,3.4,0
2016A00051309038,New Brunswick,Neguac,Village,4.1,0.4,0
2016A00051309044,New Brunswick,Esgenoôpetitj 14,Indian reserve,4.9,4.5,101
2016A00051309050,New Brunswick,Miramichi,City,4.0,3.5,0
2016A00051310001,New Brunswick,New Maryland,Parish,2.2,4.6,0
2016A00051310002,New Brunswick,New Maryland,Village,2.0,6.1,0
2016A00051310004,New Brunswick,Manners Sutton,Parish,2.4,7.4,0
2016A00051310005,New Brunswick,Harvey,Village,4.1,5.5,1
2016A00051310006,New Brunswick,McAdam,Village,4.1,3.6,0
2016A00051310011,New Brunswick,Canterbury,Parish,3.2,7.5,0
2016A00051310012,New Brunswick,Canterbury,Village,2.8,4.0,0
2016A00051310014,New Brunswick,Dumfries,Parish,2.5,6.2,0
2016A00051310016,New Brunswick,Prince William,Parish,3.5,10.3,10
2016A00051310017,New Brunswick,Hanwell,Rural community,2.4,2.7,0
2016A00051310018,New Brunswick,Kingsclear,Parish,2.9,3.2,0
2016A00051310019,New Brunswick,Kingsclear 6,Indian reserve,15.7,15.9,1212
2016A00051310021,New Brunswick,Queensbury,Parish,2.4,2.1,0
2016A00051310024,New Brunswick,Southampton,Parish,3.8,5.6,0
2016A00051310025,New Brunswick,Millville,Village,4.0,5.6,0
2016A00051310026,New Brunswick,Bright,Parish,2.7,0.0,0
2016A00051310028,New Brunswick,Douglas,Parish,2.8,3.0,0
2016A00051310031,New Brunswick,Saint Marys,Parish,3.4,1.8,0
2016A00051310032,New Brunswick,Fredericton,City,3.9,4.1,0
2016A00051310034,New Brunswick,Devon 30,Indian reserve,11.0,10.8,1212
2016A00051310036,New Brunswick,Stanley,Parish,2.8,8.9,1
2016A00051310037,New Brunswick,Stanley,Village,9.2,8.5,1
2016A00051310054,New Brunswick,Nackawic,Town,2.7,6.3,0
2016A00051311001,New Brunswick,Richmond,Parish,3.2,1.1,0
2016A00051311004,New Brunswick,Woodstock,Parish,3.0,1.8,0
2016A00051311005,New Brunswick,Woodstock 23,Indian reserve,4.9,4.4,101
2016A00051311006,New Brunswick,Woodstock,Town,4.7,6.3,0
2016A00051311008,New Brunswick,Northampton,Parish,3.6,11.7,11
2016A00051311011,New Brunswick,Brighton,Parish,2.5,5.7,0
2016A00051311012,New Brunswick,Hartland,Town,7.9,8.1,0
2016A00051311014,New Brunswick,Wakefield,Parish,2.8,1.5,0
2016A00051311018,New Brunswick,Wilmot,Parish,1.8,1.8,0
2016A00051311019,New Brunswick,Centreville,Village,3.6,2.9,0
2016A00051311021,New Brunswick,Simonds,Parish,2.1,1.0,0
2016A00051311024,New Brunswick,Peel,Parish,2.1,3.3,0
2016A00051311026,New Brunswick,Aberdeen,Parish,3.4,6.7,0
2016A00051311027,New Brunswick,Florenceville-Bristol,Town,2.5,3.7,0
2016A00051311028,New Brunswick,Kent,Parish,2.1,4.1,0
2016A00051311030,New Brunswick,Bath,Village,6.4,4.9,0
2016A00051311031,New Brunswick,Wicklow,Parish,2.5,3.8,0
2016A00051312001,New Brunswick,Andover,Parish,2.2,2.6,0
2016A00051312002,New Brunswick,Aroostook,Village,2.3,3.4,0
2016A00051312004,New Brunswick,Perth,Parish,3.2,7.8,0
2016A00051312006,New Brunswick,Perth-Andover,Village,4.6,7.3,0
2016A00051312007,New Brunswick,Tobique 20,Indian reserve,14.8,15.7,1212
2016A00051312008,New Brunswick,Gordon,Parish,2.7,9.5,1
2016A00051312009,New Brunswick,Plaster Rock,Village,4.6,9.5,0
2016A00051312011,New Brunswick,Lorne,Parish,3.2,5.5,0
2016A00051312014,New Brunswick,Denmark,Parish,3.3,6.5,0
2016A00051312016,New Brunswick,Grand Falls,Parish,2.2,3.9,0
2016A00051312019,New Brunswick,Grand Falls,Town,3.4,4.7,0
2016A00051312021,New Brunswick,Drummond,Parish,3.4,5.3,0
2016A00051312023,New Brunswick,Drummond,Village,2.7,4.6,0
2016A00051313001,New Brunswick,Saint-André,Parish,3.9,1.7,0
2016A00051313002,New Brunswick,Saint-André,Rural community,3.2,3.6,0
2016A00051313004,New Brunswick,Saint-Léonard,Parish,3.2,0.7,0
2016A00051313006,New Brunswick,Saint-Léonard,Town,3.8,1.6,0
2016A00051313008,New Brunswick,Notre-Dame-de-Lourdes,Parish,5.4,7.0,0
2016A00051313011,New Brunswick,Sainte-Anne,Parish,3.8,7.6,0
2016A00051313012,New Brunswick,Sainte-Anne-de-Madawaska,Village,6.9,8.3,0
2016A00051313014,New Brunswick,Rivière-Verte,Village,2.6,7.1,0
2016A00051313015,New Brunswick,Rivière-Verte,Parish,7.1,11.4,10
2016A00051313018,New Brunswick,Saint-Basile,Parish,2.5,4.1,0
2016A00051313022,New Brunswick,Saint-Joseph,Parish,4.1,8.2,0
2016A00051313024,New Brunswick,Saint-Jacques,Parish,2.7,4.4,0
2016A00051313027,New Brunswick,Edmundston,City,4.7,4.3,0
2016A00051313032,New Brunswick,Saint-Hilaire,Parish,1.9,1.4,0
2016A00051313034,New Brunswick,Baker Brook,Parish,1.4,2.9,0
2016A00051313035,New Brunswick,Baker-Brook,Village,6.4,4.1,0
2016A00051313037,New Brunswick,Lac Baker,Village,4.9,6.6,0
2016A00051313038,New Brunswick,Clair,Parish,8.5,6.5,0
2016A00051313039,New Brunswick,Clair,Village,1.7,2.0,0
2016A00051313041,New Brunswick,Saint-François,Parish,1.2,6.1,0
2016A00051313042,New Brunswick,Saint-François de Madawaska,Village,2.1,3.9,0
2016A00051314001,New Brunswick,Durham,Parish,3.9,9.9,0
2016A00051314004,New Brunswick,Charlo,Village,3.3,3.8,0
2016A00051314005,New Brunswick,Balmoral,Parish,1.4,4.8,0
2016A00051314006,New Brunswick,Balmoral,Village,3.8,5.0,0
2016A00051314008,New Brunswick,Dalhousie,Parish,3.0,4.8,0
2016A00051314010,New Brunswick,Eel River 3,Indian reserve,5.2,5.8,101
2016A00051314011,New Brunswick,Eel River Crossing,Village,3.2,7.7,0
2016A00051314012,New Brunswick,Addington,Parish,3.2,8.8,0
2016A00051314013,New Brunswick,Atholville,Village,3.3,5.8,0
2016A00051314014,New Brunswick,Campbellton,City,6.4,7.7,0
2016A00051314015,New Brunswick,Tide Head,Village,2.4,3.7,0
2016A00051314016,New Brunswick,Eldon,Parish,3.1,4.6,0
